,id_mapa,anio,mes,dia,fecha,franja,tipo,subtipo,uso_armas,barrio,comuna,latitud,longitud,victimas
64819,RH-2020-3121880,2020,Febrero,Sábado,08/02/2020,20,Hurto (sin violencia),,,Villa Santa Rita,11.0,-34.620964,-58.48433,
64820,RH-2020-3121904,2020,Febrero,Mi�rcoles,26/02/2020,7,Hurto (sin violencia),,,Villa Lugano,8.0,-34.679541,-58.492719,
64821,RH-2020-3121925,2020,Febrero,Mi�rcoles,26/02/2020,6,Robo (con violencia),,,Almagro,5.0,-34.605034,-58.414635,
64822,RH-2020-3121972,2020,Febrero,Mi�rcoles,26/02/2020,7,Hurto (sin violencia),,,Parque Patricios,4.0,-34.637064,-58.405346,
64823,RH-2020-3122002,2020,Febrero,Sábado,22/02/2020,17,Hurto (sin violencia),,,Monserrat,1.0,-34.613892,-58.391595,
64824,RH-2020-3122070,2020,Febrero,Sábado,22/02/2020,21,Robo (con violencia),,,Villa Crespo,15.0,-34.594786,-58.444134,
64825,RH-2020-3122086,2020,Febrero,Mi�rcoles,26/02/2020,7,Hurto (sin violencia),,,Constitución,1.0,-34.617726,-58.380517,
64826,RH-2020-3122090,2020,Febrero,Sábado,22/02/2020,18,Robo (con violencia),,,Parque Avellaneda,9.0,-34.644117,-58.493516,
64827,RH-2020-3122111,2020,Febrero,Mi�rcoles,26/02/2020,7,Hurto (sin violencia),,,Villa Urquiza,12.0,-34.580694,-58.493084,
64828,RH-2020-3122147,2020,Febrero,Martes,25/02/2020,18,Hurto (sin violencia),,,Parque Avellaneda,9.0,-34658.0,-58.478608,
64829,RH-2020-3122150,2020,Febrero,Mi�rcoles,26/02/2020,6,Hurto (sin violencia),,,Retiro,1.0,-34.584129,-58.373446,
64830,RH-2020-3122157,2020,Febrero,Sábado,22/02/2020,22,Robo (con violencia),,,Flores,7.0,-34.632741,-58.466416,
64831,RH-2020-3122219,2020,Febrero,Lunes,24/02/2020,11,Hurto (sin violencia),,,Palermo,14.0,-34.59227,-58.420744,
64832,RH-2020-3122220,2020,Febrero,Martes,25/02/2020,11,Hurto (sin violencia),,,Retiro,1.0,-34.593222,-58.376116,
64833,RH-2020-3122223,2020,Febrero,Lunes,24/02/2020,9,Robo (con violencia),,,Retiro,1.0,-34.592791,-58.376863,
64834,RH-2020-3122226,2020,Febrero,Lunes,24/02/2020,10,Hurto (sin violencia),,,Flores,7.0,-34.650482,-58.434602,
64835,RH-2020-3122232,2020,Febrero,Lunes,24/02/2020,23,Hurto (sin violencia),,,Balvanera,3.0,-34.605987,-58.409635,
64836,RH-2020-3122243,2020,Febrero,Sábado,22/02/2020,19,Robo (con violencia),,,Balvanera,3.0,-34.612403,-58.406932,
64837,RH-2020-3122274,2020,Febrero,Martes,25/02/2020,22,Robo (con violencia),Con uso de moto,,Belgrano,13.0,-34.562111,-58.456853,
64838,RH-2020-3122314,2020,Febrero,Mi�rcoles,26/02/2020,11,Robo (con violencia),,,Puerto Madero,1.0,-34.599015,-58.36784,
64839,RH-2020-3122344,2020,Febrero,Mi�rcoles,26/02/2020,9,Hurto (sin violencia),,,Monserrat,1.0,-34.608897,-58.378076,
64840,RH-2020-3122358,2020,Febrero,Jueves,06/02/2020,11,Robo (con violencia),,,Belgrano,13.0,-34.555343,-58.456901,
64841,RH-2020-3122363,2020,Febrero,Lunes,24/02/2020,7,Robo (con violencia),,,Parque Avellaneda,9.0,-34.652026,-58.481911,
64842,RH-2020-3122386,2020,Febrero,Mi�rcoles,26/02/2020,11,Hurto (sin violencia),,,San Nicolás,1.0,-34.601732,-58.388275,
64843,RH-2020-3122388,2020,Febrero,Mi�rcoles,26/02/2020,1,Robo (con violencia),,,Monserrat,1.0,-34.615674,-58.368774,
64844,RH-2020-3122393,2020,Febrero,Mi�rcoles,26/02/2020,22,Robo (con violencia),,Arma cortante,Balvanera,3.0,-34.610045,-58.406066,
64845,RH-2020-3122407,2020,Febrero,Mi�rcoles,26/02/2020,7,Hurto (sin violencia),,,San Cristóbal,3.0,-34.626071,-58.408977,
64846,RH-2020-3122437,2020,Febrero,Mi�rcoles,26/02/2020,9,Hurto (sin violencia),,,Nuñez,13.0,-34.554659,-58.463599,
64847,RH-2020-3122449,2020,Febrero,Mi�rcoles,26/02/2020,12,Hurto (sin violencia),,,Caballito,6.0,-34.617199,-58.433779,
64848,RH-2020-3122467,2020,Febrero,Domingo,23/02/2020,13,Robo (con violencia),,,Caballito,6.0,-34.615135,-58.443754,
64849,RH-2020-3122468,2020,Febrero,Martes,25/02/2020,17,Robo (con violencia),,,Palermo,14.0,-34.576031,-58.413191,
64850,RH-2020-3122470,2020,Febrero,Martes,25/02/2020,15,Robo (con violencia),,,Monte Castro,10.0,-34.619212,-58.504632,
64851,RH-2020-3122475,2020,Febrero,Mi�rcoles,26/02/2020,6,Robo (con violencia),,,Retiro,1.0,-34.583148,-58.368002,
64852,RH-2020-3122490,2020,Febrero,Mi�rcoles,26/02/2020,6,Hurto (sin violencia),,,Flores,7.0,-34.628293,-58.46591,
64853,RH-2020-3122493,2020,Febrero,Domingo,23/02/2020,14,Robo (con violencia),,,Balvanera,3.0,-34.602728,-58.408434,
64854,RH-2020-3122498,2020,Febrero,Sábado,22/02/2020,3,Robo (con violencia),,,San Nicolás,1.0,-34.602008,-58.391344,
64855,RH-2020-3122502,2020,Febrero,Mi�rcoles,26/02/2020,6,Hurto (sin violencia),,,Flores,7.0,-34.628293,-58.46591,
64856,RH-2020-3122510,2020,Febrero,Mi�rcoles,26/02/2020,11,Robo (con violencia),Con uso de moto,Arma de fuego,Palermo,14.0,-34.589375,-58.433215,
64857,RH-2020-3122515,2020,Febrero,Mi�rcoles,26/02/2020,9,Robo (con violencia),,,Retiro,1.0,-34.597863,-58.381233,
64858,RH-2020-3122559,2020,Febrero,Mi�rcoles,26/02/2020,10,Hurto (sin violencia),,,Belgrano,13.0,-34.561847,-58.456325,
64859,RH-2020-3122571,2020,Febrero,Martes,25/02/2020,6,Hurto (sin violencia),,,Parque Chacabuco,7.0,-34.643422,-58.440373,
64860,RH-2020-3122594,2020,Febrero,Mi�rcoles,26/02/2020,21,Hurto (sin violencia),,,Monserrat,1.0,-34.608773,-58.376256,
64861,RH-2020-3122639,2020,Febrero,Mi�rcoles,26/02/2020,11,Robo (con violencia),,,Liniers,9.0,-34.639166,-58.518662,
64862,RH-2020-3122671,2020,Febrero,Jueves,20/02/2020,22,Hurto (sin violencia),,,Agronomía,15.0,-34.596158,-58.47762,
64863,RH-2020-3122680,2020,Febrero,Lunes,24/02/2020,21,Robo (con violencia),,,Monserrat,1.0,-34.608671,-58.375492,
64864,RH-2020-3122682,2020,Febrero,Sábado,22/02/2020,7,Hurto (sin violencia),,,Villa Lugano,8.0,-34.668395,-58.480684,
64865,RH-2020-3122688,2020,Febrero,Sábado,22/02/2020,8,Hurto (sin violencia),,,Nuñez,13.0,-34.544961,-58.470239,
64866,RH-2020-3122700,2020,Febrero,Domingo,23/02/2020,11,Hurto (sin violencia),,,Palermo,14.0,-34.581883,-58.410022,
64867,RH-2020-3122742,2020,Febrero,Viernes,14/02/2020,6,Hurto (sin violencia),,,Balvanera,3.0,-34.612603,-58.411591,
64868,RH-2020-3122747,2020,Febrero,Lunes,24/02/2020,23,Robo (con violencia),,Arma de fuego,Retiro,1.0,-34.582191,-58.380853,
64869,RH-2020-3122757,2020,Febrero,Lunes,24/02/2020,23,Robo (con violencia),,Arma de fuego,Retiro,1.0,-34.582191,-58.380853,
64870,RH-2020-3122759,2020,Febrero,Viernes,14/02/2020,6,Hurto (sin violencia),,,Balvanera,3.0,-34.612603,-58.411591,
64871,RH-2020-3122760,2020,Febrero,Lunes,24/02/2020,2,Robo (con violencia),Con uso de moto,,Belgrano,13.0,-34.564648,-58.465776,
64872,RH-2020-3122770,2020,Febrero,Martes,25/02/2020,21,Robo (con violencia),Con uso de moto,,Caballito,6.0,-34.608295,-58.458885,
64873,RH-2020-3122773,2020,Febrero,Martes,25/02/2020,22,Robo (con violencia),,,Villa Urquiza,12.0,-34.574645,-58.485821,
64874,RH-2020-3122794,2020,Febrero,Martes,25/02/2020,22,Robo (con violencia),,,Villa Urquiza,12.0,-34.574734,-58.485957,
64875,RH-2020-3122807,2020,Febrero,Mi�rcoles,26/02/2020,11,Robo (con violencia),,,Balvanera,3.0,-34.60994,-58.401536,
64876,RH-2020-3122834,2020,Febrero,Mi�rcoles,26/02/2020,12,Hurto (sin violencia),,,San Nicolás,1.0,-34.603767,-58.381276,
64877,RH-2020-3122855,2020,Febrero,Mi�rcoles,26/02/2020,12,Hurto (sin violencia),,,San Nicolás,1.0,-34.603767,-58.381276,
64878,RH-2020-3122865,2020,Febrero,Viernes,14/02/2020,21,Hurto (sin violencia),,,Villa Crespo,15.0,-34.600311,-58.433243,
64879,RH-2020-3122873,2020,Febrero,Domingo,23/02/2020,10,Robo (con violencia),,,Agronomía,15.0,-34.591544,-58.497366,
64880,RH-2020-3122895,2020,Febrero,Mi�rcoles,26/02/2020,4,Robo (con violencia),,,Constitución,1.0,-34.624913,-58.38434,
64881,RH-2020-3122900,2020,Febrero,Domingo,23/02/2020,10,Robo (con violencia),,,Agronomía,15.0,-34.591544,-58.497366,
64882,RH-2020-3122903,2020,Febrero,Lunes,24/02/2020,1,Robo (con violencia),,,Retiro,1.0,-34.582191,-58.380853,
64883,RH-2020-3122923,2020,Febrero,Martes,25/02/2020,22,Hurto (sin violencia),,,Villa Urquiza,12.0,-34.576778,-58.482662,
64884,RH-2020-3122924,2020,Febrero,Mi�rcoles,26/02/2020,9,Hurto (sin violencia),,,Almagro,5.0,-34.600936,-58.419186,
64885,RH-2020-3122952,2020,Febrero,Mi�rcoles,26/02/2020,1,Hurto (sin violencia),,,Parque Avellaneda,9.0,-34.656476,-58.479547,
64886,RH-2020-3122954,2020,Febrero,Mi�rcoles,26/02/2020,12,Hurto (sin violencia),,,Balvanera,3.0,-34.604059,-58.405437,
64887,RH-2020-3122992,2020,Febrero,Mi�rcoles,26/02/2020,9,Hurto (sin violencia),,,Retiro,1.0,-34.595169,-58.378387,
64888,RH-2020-3123018,2020,Febrero,Mi�rcoles,26/02/2020,13,Hurto (sin violencia),,,Floresta,10.0,-34.629165,-58.482681,
64889,RH-2020-3123032,2020,Febrero,Domingo,16/02/2020,0,Hurto (sin violencia),,,Balvanera,3.0,-34.615914,-58.394349,
64890,RH-2020-3123034,2020,Febrero,Sábado,22/02/2020,19,Robo (con violencia),,Arma de fuego,Balvanera,3.0,-34.606546,-58.404717,
64891,RH-2020-3123070,2020,Febrero,Martes,25/02/2020,12,Hurto (sin violencia),,,San Nicolás,1.0,-34.607538,-58.373565,
64892,RH-2020-3123080,2020,Febrero,Viernes,21/02/2020,8,Hurto (sin violencia),,,Balvanera,3.0,-34.604708,-58.399331,
64893,RH-2020-3123089,2020,Febrero,Martes,25/02/2020,5,Robo (con violencia),,,Parque Patricios,4.0,-34.637273,-58.407578,
64894,RH-2020-3123092,2020,Febrero,Domingo,23/02/2020,14,Robo (con violencia),,,Villa Pueyrredón,12.0,-34.587467,-58.504317,
64895,RH-2020-3123098,2020,Febrero,Mi�rcoles,26/02/2020,14,Hurto (sin violencia),,,Balvanera,3.0,-34.604957,-58.403579,
64896,RH-2020-3123101,2020,Febrero,Domingo,23/02/2020,14,Robo (con violencia),,,Villa Pueyrredón,12.0,-34.587467,-58.504317,
64897,RH-2020-3123114,2020,Febrero,Mi�rcoles,26/02/2020,7,Hurto (sin violencia),,,Almagro,5.0,-34.60575,-58.427598,
64898,RH-2020-3123128,2020,Febrero,Jueves,20/02/2020,12,Hurto (sin violencia),,,Palermo,14.0,-34.594145,-58.416114,
64899,RH-2020-3123150,2020,Febrero,Martes,25/02/2020,8,Robo (con violencia),,,Coghlan,12.0,-34.557398,-58.474015,
64900,RH-2020-3123179,2020,Febrero,Mi�rcoles,26/02/2020,14,Hurto (sin violencia),,,Balvanera,3.0,-34.603371,-58.399367,
64901,RH-2020-3123184,2020,Febrero,Mi�rcoles,26/02/2020,9,Robo (con violencia),,,Balvanera,3.0,-34.618723,-58.40801,
64902,RH-2020-3123187,2020,Febrero,Domingo,23/02/2020,2,Robo (con violencia),,,Flores,7.0,-34.648333,-58.439406,
64903,RH-2020-3123198,2020,Febrero,Viernes,21/02/2020,13,Hurto (sin violencia),,,Floresta,10.0,-34.627583,-58.476329,
64904,RH-2020-3123199,2020,Febrero,Mi�rcoles,26/02/2020,12,Hurto (sin violencia),,,Belgrano,13.0,-34.56278,-58.456216,
64905,RH-2020-3123225,2020,Febrero,Martes,25/02/2020,6,Robo (con violencia),,,Constitución,1.0,-34.627854,-58.380059,
64906,RH-2020-3123248,2020,Febrero,Viernes,21/02/2020,16,Hurto (sin violencia),,,Mataderos,9.0,-34.649279,-58.497745,
64907,RH-2020-3123281,2020,Febrero,Martes,25/02/2020,7,Robo (con violencia),,,Balvanera,3.0,-34.609609,-58.405874,
64908,RH-2020-3123285,2020,Febrero,Martes,25/02/2020,19,Robo (con violencia),,,Chacarita,15.0,-34.582968,-58.445091,
64909,RH-2020-3123305,2020,Febrero,Martes,25/02/2020,1,Hurto (sin violencia),,,Flores,7.0,-34.63316,-58.45739,
64910,RH-2020-3123345,2020,Febrero,Sábado,22/02/2020,16,Hurto (sin violencia),,,San Nicolás,1.0,-34.60518,-58.392136,
64911,RH-2020-3123424,2020,Febrero,Mi�rcoles,26/02/2020,16,Robo (con violencia),,,Constitución,1.0,-34.621031,-58.39014,
64912,RH-2020-3123500,2020,Febrero,Martes,25/02/2020,14,Hurto (sin violencia),,,Balvanera,3.0,-34.60784,-58.40622,
64913,RH-2020-3123521,2020,Febrero,Viernes,21/02/2020,21,Robo (con violencia),Con uso de moto,Arma de fuego,Villa Lugano,8.0,-34.661873,-58.48489,
64914,RH-2020-3123541,2020,Febrero,Mi�rcoles,26/02/2020,9,Robo (con violencia),,,Palermo,14.0,-34.566786,-58.433455,
64915,RH-2020-3123554,2020,Febrero,Martes,25/02/2020,20,Robo (con violencia),Con uso de moto,Arma de fuego,Villa Lugano,8.0,-34.676197,-58.466813,
64916,RH-2020-3123611,2020,Febrero,Mi�rcoles,26/02/2020,0,Hurto (sin violencia),,,Villa Urquiza,12.0,-34.574004,-58.485499,
64917,RH-2020-3123642,2020,Febrero,Domingo,23/02/2020,21,Robo (con violencia),,,Villa Soldati,8.0,-34.658805,-58.439693,
64918,RH-2020-3123650,2020,Febrero,Mi�rcoles,26/02/2020,13,Hurto (sin violencia),,,Balvanera,3.0,-34.60514,-58.410984,
64919,RH-2020-3123675,2020,Febrero,Lunes,24/02/2020,22,Robo (con violencia),,,Retiro,1.0,-34.592888,-58.375503,
64920,RH-2020-3123697,2020,Febrero,Mi�rcoles,26/02/2020,14,Hurto (sin violencia),,,Balvanera,3.0,-34.609436,-58.406182,
64921,RH-2020-3123762,2020,Febrero,Mi�rcoles,26/02/2020,18,Hurto (sin violencia),,,Palermo,14.0,-34.573558,-58.441069,
64922,RH-2020-3123779,2020,Febrero,Martes,18/02/2020,17,Hurto (sin violencia),,,Balvanera,3.0,-34.606356,-58.403745,
64923,RH-2020-3123817,2020,Febrero,Mi�rcoles,26/02/2020,18,Hurto (sin violencia),,,Villa Gral. Mitre,11.0,-34.615267,-58.473331,
64924,RH-2020-3123823,2020,Febrero,Mi�rcoles,26/02/2020,18,Hurto (sin violencia),,,Villa Gral. Mitre,11.0,-34.615267,-58.473331,
64925,RH-2020-3123859,2020,Febrero,Mi�rcoles,26/02/2020,17,Hurto (sin violencia),,,Belgrano,13.0,-34.556001,-58.455959,
64926,RH-2020-3123868,2020,Febrero,Sábado,22/02/2020,8,Robo (con violencia),,,Flores,7.0,-34.636087,-58.454629,
64927,RH-2020-3123876,2020,Febrero,Mi�rcoles,26/02/2020,17,Hurto (sin violencia),,,Belgrano,13.0,-34.556001,-58.455959,
64928,RH-2020-3123898,2020,Febrero,Mi�rcoles,19/02/2020,9,Hurto (sin violencia),,,Villa Riachuelo,8.0,-34.691858,-58.464836,
64929,RH-2020-3124012,2020,Febrero,Mi�rcoles,26/02/2020,16,Robo (con violencia),Con uso de moto,,Flores,7.0,-34.62859,-58.452995,
64930,RH-2020-3124032,2020,Febrero,Mi�rcoles,26/02/2020,18,Hurto (sin violencia),,,Retiro,1.0,-34.590154,-58.382258,
64931,RH-2020-3124044,2020,Febrero,Martes,25/02/2020,20,Robo (con violencia),Con uso de moto,,Retiro,1.0,-34.590285,-58.379424,
64932,RH-2020-3124055,2020,Febrero,Jueves,13/02/2020,19,Robo (con violencia),,,Palermo,14.0,-34.580655,-58.410294,
64933,RH-2020-3124073,2020,Febrero,Mi�rcoles,26/02/2020,18,Hurto (sin violencia),,,Balvanera,3.0,-34.600693,-58.39289,
64934,RH-2020-3124094,2020,Febrero,Mi�rcoles,26/02/2020,18,Hurto (sin violencia),,,Balvanera,3.0,-34.600693,-58.39289,
64935,RH-2020-3124098,2020,Febrero,Sábado,08/02/2020,14,Robo (con violencia),,,Villa Lugano,8.0,-34.671757,-58.488525,
64936,RH-2020-3124186,2020,Febrero,Martes,25/02/2020,23,Robo (con violencia),Con uso de moto,,Almagro,5.0,-34.615522,-58.41574,
64937,RH-2020-3124191,2020,Febrero,Martes,25/02/2020,23,Robo (con violencia),Con uso de moto,,Almagro,5.0,-34.615522,-58.41574,
64938,RH-2020-3124197,2020,Febrero,Mi�rcoles,26/02/2020,17,Robo (con violencia),,,Retiro,1.0,-34.588102,-58.383406,
64939,RH-2020-3124214,2020,Febrero,Mi�rcoles,26/02/2020,16,Hurto (sin violencia),,,Belgrano,13.0,-34.566173,-58.452407,
64940,RH-2020-3124216,2020,Febrero,Mi�rcoles,26/02/2020,14,Hurto (sin violencia),,,Palermo,14.0,-34.570521,-58.443618,
64941,RH-2020-3124248,2020,Febrero,Mi�rcoles,26/02/2020,16,Hurto (sin violencia),,,Belgrano,13.0,-34.566173,-58.452407,
64942,RH-2020-3124262,2020,Febrero,Mi�rcoles,26/02/2020,15,Hurto (sin violencia),,,Balvanera,3.0,-34.604635,-58.402326,
64943,RH-2020-3124292,2020,Febrero,Lunes,24/02/2020,5,Robo (con violencia),,,Villa Lugano,8.0,-34.678175,-58.469941,
64944,RH-2020-3124366,2020,Febrero,Jueves,20/02/2020,7,Robo (con violencia),,,Liniers,9.0,-34.651105,-58.518886,
64945,RH-2020-3124375,2020,Febrero,Mi�rcoles,26/02/2020,22,Hurto (sin violencia),,,Palermo,14.0,-34.586603,-58.408436,
64946,RH-2020-3124378,2020,Febrero,Mi�rcoles,26/02/2020,22,Robo (con violencia),Con uso de moto,,San Cristóbal,3.0,-34.622918,-58.404229,
64947,RH-2020-3124386,2020,Febrero,Mi�rcoles,26/02/2020,21,Robo (con violencia),,Arma de fuego,Caballito,6.0,-34.62227,-58445.0,
64948,RH-2020-3124388,2020,Febrero,Mi�rcoles,26/02/2020,14,Hurto (sin violencia),,,Balvanera,3.0,-34.613973,-58.392679,
64949,RH-2020-3124402,2020,Febrero,Mi�rcoles,26/02/2020,20,Robo (con violencia),,,Parque Avellaneda,9.0,-34.660054,-58.475898,
64950,RH-2020-3124838,2020,Febrero,Jueves,27/02/2020,7,Hurto (sin violencia),,,Liniers,9.0,-34.639139,-58.524938,
64951,RH-2020-3124846,2020,Febrero,Jueves,27/02/2020,7,Hurto (sin violencia),,,Monserrat,1.0,-34.612268,-58.381157,
64952,RH-2020-3124853,2020,Febrero,Mi�rcoles,26/02/2020,19,Robo (con violencia),,,Colegiales,13.0,-34.574729,-58.453633,
64953,RH-2020-3124927,2020,Febrero,Martes,18/02/2020,23,Robo (con violencia),,Arma cortante,Villa Lugano,8.0,-34.678545,-58.478922,
64954,RH-2020-3124940,2020,Febrero,Domingo,23/02/2020,17,Hurto (sin violencia),,,Colegiales,13.0,-34.570359,-58.457925,
64955,RH-2020-3124948,2020,Febrero,Viernes,21/02/2020,12,Hurto (sin violencia),,,Boca,4.0,-34.646855,-58.365036,
64956,RH-2020-3124995,2020,Febrero,Jueves,27/02/2020,9,Hurto (sin violencia),,,Caballito,6.0,-34.630375,-58.450484,
64957,RH-2020-3125003,2020,Febrero,Mi�rcoles,26/02/2020,20,Robo (con violencia),,,Villa Lugano,8.0,-34.667442,-58.472868,
64958,RH-2020-3125018,2020,Febrero,Mi�rcoles,26/02/2020,18,Hurto (sin violencia),,,Almagro,5.0,-34.605199,-58.413496,
64959,RH-2020-3125062,2020,Febrero,Jueves,27/02/2020,9,Hurto (sin violencia),,,Villa Lugano,8.0,-34.665253,-58.478981,
64960,RH-2020-3125089,2020,Febrero,Mi�rcoles,26/02/2020,23,Robo (con violencia),,,San Nicolás,1.0,-34.603767,-58.381276,
64961,RH-2020-3125099,2020,Febrero,Jueves,27/02/2020,3,Hurto (sin violencia),,,Caballito,6.0,-34.629206,-58.44272,
64962,RH-2020-3125133,2020,Febrero,Jueves,27/02/2020,3,Hurto (sin violencia),,,Caballito,6.0,-34.629359,-58.443243,
64963,RH-2020-3125178,2020,Febrero,Jueves,27/02/2020,10,Hurto (sin violencia),,,Villa Santa Rita,11.0,-34.615228,-58.482067,
64964,RH-2020-3125180,2020,Febrero,Mi�rcoles,26/02/2020,15,Hurto (sin violencia),,,Monserrat,1.0,-34.611528,-58.367994,
64965,RH-2020-3125184,2020,Febrero,Jueves,27/02/2020,5,Hurto (sin violencia),,,Flores,7.0,-34.631803,-58.468049,
64966,RH-2020-3125188,2020,Febrero,Jueves,27/02/2020,10,Robo (con violencia),,,Retiro,1.0,-34.580386,-58.378212,
64967,RH-2020-3125204,2020,Febrero,Jueves,27/02/2020,8,Robo (con violencia),,,Palermo,14.0,-34.582547,-58.409187,
64968,RH-2020-3125206,2020,Febrero,Jueves,27/02/2020,10,Robo (con violencia),,,Balvanera,3.0,-34.610045,-58.406066,
64969,RH-2020-3125232,2020,Febrero,Jueves,27/02/2020,10,Hurto (sin violencia),,,San Nicolás,1.0,-34.602664,-58.391279,
64970,RH-2020-3125248,2020,Febrero,Jueves,27/02/2020,9,Hurto (sin violencia),,,Balvanera,3.0,-34.605767,-58.40362,
64971,RH-2020-3125251,2020,Febrero,Jueves,27/02/2020,10,Hurto (sin violencia),,,Balvanera,3.0,-34.605767,-58.40362,
64972,RH-2020-3125261,2020,Febrero,Domingo,23/02/2020,9,Robo (con violencia),,,Villa Lugano,8.0,-34.678822,-58.486638,
64973,RH-2020-3125264,2020,Febrero,Jueves,27/02/2020,9,Hurto (sin violencia),,,Constitución,1.0,-34.627338,-58.380948,
64974,RH-2020-3125270,2020,Febrero,Mi�rcoles,26/02/2020,17,Hurto (sin violencia),,,Constitución,1.0,-34.627139,-58.385619,
64975,RH-2020-3125302,2020,Febrero,Jueves,27/02/2020,7,Hurto (sin violencia),,,Palermo,14.0,-34.569881,-58.425939,
64976,RH-2020-3125307,2020,Febrero,Martes,25/02/2020,15,Hurto (sin violencia),,,Balvanera,3.0,-34.613803,-58.392527,
64977,RH-2020-3125314,2020,Febrero,Mi�rcoles,26/02/2020,12,Hurto (sin violencia),,,Palermo,14.0,-34.589519,-58.418685,
64978,RH-2020-3125336,2020,Febrero,Jueves,20/02/2020,0,Hurto (sin violencia),,,Caballito,6.0,-34.626571,-58.450066,
64979,RH-2020-3125380,2020,Febrero,Mi�rcoles,26/02/2020,14,Robo (con violencia),,,Villa Soldati,8.0,-34.653155,-58.446945,
64980,RH-2020-3125391,2020,Febrero,Viernes,21/02/2020,0,Hurto (sin violencia),,,Caballito,6.0,-34.626571,-58.450066,
64981,RH-2020-3125395,2020,Febrero,Jueves,27/02/2020,11,Robo (con violencia),Con uso de moto,,Monserrat,1.0,-34.61566,-58.390275,
64982,RH-2020-3125404,2020,Febrero,Martes,25/02/2020,6,Hurto (sin violencia),,,San Nicolás,1.0,-34.602745,-58.383688,
64983,RH-2020-3125410,2020,Febrero,Jueves,27/02/2020,9,Hurto (sin violencia),,,Flores,7.0,-34.644836,-58.456372,
64984,RH-2020-3125424,2020,Febrero,Jueves,27/02/2020,9,Robo (con violencia),,,Balvanera,3.0,-34.61031,-58.40755,
64985,RH-2020-3125455,2020,Febrero,Mi�rcoles,26/02/2020,22,Robo (con violencia),,,Villa Urquiza,12.0,-34.566572,-58.489339,
64986,RH-2020-3125467,2020,Febrero,Mi�rcoles,26/02/2020,12,Hurto (sin violencia),,,Balvanera,3.0,-34.612864,-58.394066,
64987,RH-2020-3125507,2020,Febrero,Jueves,27/02/2020,7,Robo (con violencia),,,Flores,7.0,-34.636242,-58.469619,
64988,RH-2020-3125524,2020,Febrero,Mi�rcoles,26/02/2020,12,Hurto (sin violencia),,,San Nicolás,1.0,-34.602989,-58.369934,
64989,RH-2020-3125542,2020,Febrero,Mi�rcoles,26/02/2020,17,Hurto (sin violencia),,,Recoleta,2.0,-34.59272,-58.406046,
64990,RH-2020-3125547,2020,Febrero,Jueves,27/02/2020,6,Robo (con violencia),,,Villa Urquiza,12.0,-34.580472,-58.48261,
64991,RH-2020-3125564,2020,Febrero,Sábado,15/02/2020,20,Robo (con violencia),,,Nuñez,13.0,-34.553452,-58.464772,
64992,RH-2020-3125568,2020,Febrero,Martes,25/02/2020,1,Robo (con violencia),,,Caballito,6.0,-34.615032,-58.432099,
64993,RH-2020-3125588,2020,Febrero,Martes,25/02/2020,1,Robo (con violencia),,,Caballito,6.0,-34.615152,-58.432093,
64994,RH-2020-3125628,2020,Febrero,Jueves,27/02/2020,8,Hurto (sin violencia),,,Constitución,1.0,-34.61769,-58.379638,
64995,RH-2020-3125633,2020,Febrero,Jueves,27/02/2020,8,Hurto (sin violencia),,,Constitución,1.0,-34.61769,-58.379638,
64996,RH-2020-3125648,2020,Febrero,Domingo,23/02/2020,22,Hurto (sin violencia),,,Parque Avellaneda,9.0,-34.641203,-58.479969,
64997,RH-2020-3125739,2020,Febrero,Mi�rcoles,26/02/2020,1,Hurto (sin violencia),,,San Cristóbal,3.0,-34.620757,-58.409993,
64998,RH-2020-3125759,2020,Febrero,Jueves,27/02/2020,13,Hurto (sin violencia),,,Palermo,14.0,-34.596336,-58.426424,
64999,RH-2020-3125783,2020,Febrero,Mi�rcoles,26/02/2020,1,Hurto (sin violencia),,,San Cristóbal,3.0,-34.620771,-58.409969,
65000,RH-2020-3125788,2020,Febrero,Jueves,27/02/2020,5,Robo (con violencia),,,San Telmo,1.0,-34.623572,-58.371206,
65001,RH-2020-3125873,2020,Enero,Mi�rcoles,08/01/2020,12,Hurto (sin violencia),,,Caballito,6.0,-34.623116,-58.447287,
65002,RH-2020-3125885,2020,Febrero,Mi�rcoles,26/02/2020,12,Hurto (sin violencia),,,Monte Castro,10.0,-34.624185,-58.511481,
65003,RH-2020-3125886,2020,Febrero,Mi�rcoles,26/02/2020,17,Hurto (sin violencia),,,Balvanera,3.0,-34.60784,-58.40622,
65004,RH-2020-3125898,2020,Enero,Jueves,23/01/2020,0,Robo (con violencia),,,Villa Del Parque,11.0,-34.605242,-58.492284,
65005,RH-2020-3125929,2020,Febrero,Jueves,27/02/2020,8,Hurto (sin violencia),,,Villa Luro,10.0,-34.644125,-58.496149,
65006,RH-2020-3125966,2020,Febrero,Jueves,27/02/2020,13,Robo (con violencia),,,Constitución,1.0,-34.625736,-58.381339,
65007,RH-2020-3125978,2020,Febrero,Mi�rcoles,26/02/2020,9,Hurto (sin violencia),,,Barracas,4.0,-34.650437,-58.38363,
65008,RH-2020-3125985,2020,Febrero,Mi�rcoles,26/02/2020,21,Hurto (sin violencia),,,Constitución,1.0,-34.627035,-58.382732,
65009,RH-2020-3126027,2020,Febrero,Jueves,27/02/2020,12,Hurto (sin violencia),,,Villa Lugano,8.0,-34.660461,-58.470817,
