,id_mapa,anio,mes,dia,fecha,franja,tipo,subtipo,uso_armas,barrio,comuna,latitud,longitud,victimas
192,HD-2020-0677951,2020,Diciembre,Lunes,28/12/2020,5,Homicidio,Doloso,,Retiro,1.0,-34.580131,-58382.0,1.0
193,HD-2020-0684514,2020,Diciembre,Jueves,31/12/2020,13,Homicidio,Doloso,,Constitución,1.0,-34.624757,-58.385788,1.0
194,HD-2020-659479,2020,Diciembre,Martes,15/12/2020,14,Homicidio,Doloso,,San Nicolás,1.0,-34.603017,-58.390611,1.0
195,LC-2020-0000055,2020,Diciembre,Jueves,31/12/2020,22,Lesiones,Siniestro Vial,,Palermo,14.0,-34.597302,-58.421756,
196,LC-2020-0000065,2020,Diciembre,Jueves,31/12/2020,22,Lesiones,Siniestro Vial,,Nueva Pompeya,4.0,-34.65409,-58.416597,
197,LC-2020-0000125,2020,Enero,Miércoles,01/01/2020,3,Lesiones,Siniestro Vial,,San Cristóbal,3.0,-34.623939,-58.403481,
198,LC-2020-0000427,2020,Enero,Miércoles,01/01/2020,9,Lesiones,Siniestro Vial,,Parque Avellaneda,9.0,-34.651176,-58.467398,
199,LC-2020-0000507,2020,Enero,Miércoles,01/01/2020,10,Lesiones,Siniestro Vial,,Floresta,10.0,-34.625617,-58.487251,
200,LC-2020-0000558,2020,Enero,Miércoles,01/01/2020,10,Lesiones,Siniestro Vial,,Villa Urquiza,12.0,-34.569467,-58.505272,
201,LC-2020-0000665,2020,Enero,Miércoles,01/01/2020,4,Lesiones,Siniestro Vial,,Saavedra,12.0,-34.552046,-58.500649,
202,LC-2020-0000750,2020,Enero,Miércoles,01/01/2020,14,Lesiones,Siniestro Vial,,Parque Patricios,4.0,-34.636774,-58.390258,
203,LC-2020-0000841,2020,Enero,Miércoles,01/01/2020,17,Lesiones,Siniestro Vial,,Palermo,14.0,-34.578649,-58.431961,
204,LC-2020-0000859,2020,Enero,Miércoles,01/01/2020,18,Lesiones,Siniestro Vial,,Boca,4.0,-34.63103,-58.358001,
205,LC-2020-0001118,2020,Enero,Miércoles,01/01/2020,23,Lesiones,Siniestro Vial,,San Nicolás,1.0,-34.602831,-58.368194,
206,LC-2020-0001193,2020,Enero,Miércoles,01/01/2020,23,Lesiones,Siniestro Vial,,Villa Devoto,11.0,-34.60425,-58.509191,
207,LC-2020-0001446,2020,Enero,Jueves,02/01/2020,8,Lesiones,Siniestro Vial,,Almagro,5.0,-34.620858,-58.415098,
208,LC-2020-0001530,2020,Enero,Jueves,02/01/2020,7,Lesiones,Siniestro Vial,,Belgrano,13.0,-34.566109,-58.45229,
209,LC-2020-0001632,2020,Enero,Jueves,02/01/2020,8,Lesiones,Siniestro Vial,,Balvanera,3.0,-34.609989,-58.402224,
210,LC-2020-0001767,2020,Enero,Jueves,02/01/2020,8,Lesiones,Siniestro Vial,,Palermo,14.0,-34.583442,-58.404033,
211,LC-2020-0001867,2020,Enero,Jueves,02/01/2020,7,Lesiones,Siniestro Vial,,San Nicolás,1.0,-34.602594,-58.36994,
212,LC-2020-0002155,2020,Enero,Jueves,02/01/2020,7,Lesiones,Siniestro Vial,,Constitución,1.0,-34.622148,-58.381002,
213,LC-2020-0002346,2020,Enero,Jueves,02/01/2020,13,Lesiones,Siniestro Vial,,Recoleta,2.0,-34.587646,-58.389207,
214,LC-2020-0002360,2020,Enero,Jueves,02/01/2020,10,Lesiones,Siniestro Vial,,Monserrat,1.0,-34.617644,-58.380691,
215,LC-2020-0002428,2020,Enero,Jueves,02/01/2020,13,Lesiones,Siniestro Vial,,Parque Avellaneda,9.0,-34.639714,-58.47967,
216,LC-2020-0002523,2020,Enero,Jueves,02/01/2020,14,Lesiones,Siniestro Vial,,Villa Urquiza,12.0,-34.567022,-58.475935,
217,LC-2020-0002854,2020,Enero,Jueves,02/01/2020,10,Lesiones,Siniestro Vial,,Recoleta,2.0,-34.575262,-58.387506,
218,LC-2020-0002966,2020,Enero,Jueves,02/01/2020,15,Lesiones,Siniestro Vial,,Chacarita,15.0,-34.590981,-58.446805,
219,LC-2020-0003035,2020,Enero,Jueves,02/01/2020,15,Lesiones,Siniestro Vial,,Villa Gral. Mitre,11.0,-34.607308,-58.470896,
220,LC-2020-0003142,2020,Enero,Jueves,02/01/2020,16,Lesiones,Siniestro Vial,,Balvanera,3.0,-34.608232,-58.404666,
221,LC-2020-0003262,2020,Enero,Jueves,02/01/2020,8,Lesiones,Siniestro Vial,,Caballito,6.0,-34.618546,-58.430077,
222,LC-2020-0003286,2020,Enero,Jueves,02/01/2020,17,Lesiones,Siniestro Vial,,Flores,7.0,-34.62717,-58.47471,
223,LC-2020-0003335,2020,Enero,Jueves,02/01/2020,19,Lesiones,Siniestro Vial,,,,,,
224,LC-2020-0003360,2020,Enero,Jueves,02/01/2020,17,Lesiones,Siniestro Vial,,Palermo,14.0,-34.576609,-58.431563,
225,LC-2020-0003528,2020,Enero,Jueves,02/01/2020,18,Lesiones,Siniestro Vial,,Chacarita,15.0,-34.585502,-58.453676,
226,LC-2020-0003578,2020,Enero,Jueves,02/01/2020,18,Lesiones,Siniestro Vial,,Villa Santa Rita,11.0,-34.610847,-58.489135,
227,LC-2020-0003591,2020,Enero,Jueves,02/01/2020,19,Lesiones,Siniestro Vial,,Vélez Sársfield,10.0,-34.631508,-58.499269,
228,LC-2020-0003627,2020,Enero,Jueves,02/01/2020,19,Lesiones,Siniestro Vial,,San Cristóbal,3.0,-34.627343,-58.408591,
229,LC-2020-0003638,2020,Enero,Jueves,02/01/2020,14,Lesiones,Siniestro Vial,,Nueva Pompeya,4.0,-34.645446,-58.421665,
230,LC-2020-0003667,2020,Enero,Jueves,02/01/2020,20,Lesiones,Siniestro Vial,,Boedo,5.0,-34.622644,-58.418117,
231,LC-2020-0003679,2020,Enero,Jueves,02/01/2020,21,Lesiones,Siniestro Vial,,Boedo,5.0,-34.622644,-58.418117,
232,LC-2020-0003734,2020,Enero,Jueves,02/01/2020,19,Lesiones,Siniestro Vial,,Saavedra,12.0,-34.552046,-58.500649,
233,LC-2020-0003864,2020,Diciembre,Jueves,31/12/2020,13,Lesiones,Siniestro Vial,,Mataderos,9.0,-34.669182,-58.50812,
234,LC-2020-0004057,2020,Enero,Viernes,03/01/2020,3,Lesiones,Siniestro Vial,,Villa Crespo,15.0,-34.600574,-58.445755,
235,LC-2020-0004110,2020,Enero,Viernes,03/01/2020,5,Lesiones,Siniestro Vial,,Almagro,5.0,-34.599599,-58.414935,
236,LC-2020-0004703,2020,Enero,Viernes,03/01/2020,11,Lesiones,Siniestro Vial,,Palermo,14.0,-34.589585,-58.41064,
237,LC-2020-0004942,2020,Enero,Viernes,03/01/2020,11,Lesiones,Siniestro Vial,,Barracas,4.0,-34.638443,-58.381361,
238,LC-2020-0004991,2020,Enero,Viernes,03/01/2020,12,Lesiones,Siniestro Vial,,Parque Patricios,4.0,-34.641287,-58.406283,
239,LC-2020-0005104,2020,Enero,Viernes,03/01/2020,13,Lesiones,Siniestro Vial,,Boca,4.0,-34.630869,-58.362373,
240,LC-2020-0005389,2020,Enero,Viernes,03/01/2020,13,Lesiones,Siniestro Vial,,Palermo,14.0,-34.582607,-58.408592,
241,LC-2020-0005673,2020,Enero,Viernes,03/01/2020,16,Lesiones,Siniestro Vial,,Villa Pueyrredón,12.0,-34.569999,-58.509038,
242,LC-2020-0005966,2020,Enero,Viernes,03/01/2020,17,Lesiones,Siniestro Vial,,Villa Lugano,8.0,-34.66239326,-58.46720937,
243,LC-2020-0006180,2020,Enero,Viernes,03/01/2020,18,Lesiones,Siniestro Vial,,Parque Avellaneda,9.0,-34.657933,-58.461752,
244,LC-2020-0006230,2020,Enero,Viernes,03/01/2020,15,Lesiones,Siniestro Vial,,Saavedra,12.0,-34.544014,-58.485669,
245,LC-2020-0006236,2020,Enero,Viernes,03/01/2020,17,Lesiones,Siniestro Vial,,San Nicolás,1.0,-34.606103,-58.381292,
246,LC-2020-0006279,2020,Enero,Viernes,03/01/2020,18,Lesiones,Siniestro Vial,,San Cristóbal,3.0,-34.623232,-58.397832,
247,LC-2020-0006295,2020,Enero,Viernes,03/01/2020,17,Lesiones,Siniestro Vial,,Constitución,1.0,-34.630318,-58.390708,
248,LC-2020-0006408,2020,Enero,Viernes,03/01/2020,21,Lesiones,Siniestro Vial,,Parque Chas,15.0,-34.582505,-58.47925,
249,LC-2020-0006458,2020,Enero,Viernes,03/01/2020,22,Lesiones,Siniestro Vial,,Retiro,1.0,-34.595027,-58.377693,
250,LC-2020-0006484,2020,Enero,Viernes,03/01/2020,20,Lesiones,Siniestro Vial,,San Nicolás,1.0,-34.601383,-58.381936,
251,LC-2020-0006530,2020,Enero,Jueves,02/01/2020,9,Lesiones,Siniestro Vial,,Palermo,14.0,-34.586545,-58.408322,
252,LC-2020-0006639,2020,Enero,Viernes,03/01/2020,22,Lesiones,Siniestro Vial,,Villa Lugano,8.0,-34.681318,-58.470071,
253,LC-2020-0006701,2020,Enero,Sábado,04/01/2020,2,Lesiones,Siniestro Vial,,Floresta,10.0,-34.632061,-58.474604,
254,LC-2020-0006788,2020,Enero,Sábado,04/01/2020,7,Lesiones,Siniestro Vial,,Villa Urquiza,12.0,-34.57355,-58.502945,
255,LC-2020-0006870,2020,Enero,Sábado,04/01/2020,7,Lesiones,Siniestro Vial,,Villa Luro,10.0,-34.63888,-58.508697,
256,LC-2020-0006888,2020,Enero,Sábado,04/01/2020,6,Lesiones,Siniestro Vial,,Flores,7.0,-34.649156,-58.455825,
257,LC-2020-0006961,2020,Enero,Sábado,04/01/2020,8,Lesiones,Siniestro Vial,,San Nicolás,1.0,-34.605099,-58.383627,
258,LC-2020-0007058,2020,Enero,Sábado,04/01/2020,10,Lesiones,Siniestro Vial,,Villa Crespo,15.0,-34.592133,-58.439106,
259,LC-2020-0007083,2020,Enero,Jueves,02/01/2020,20,Lesiones,Siniestro Vial,,Villa Crespo,15.0,-34.604367,-58.441873,
260,LC-2020-0007157,2020,Enero,Sábado,04/01/2020,10,Lesiones,Siniestro Vial,,Villa Crespo,15.0,-34.592133,-58.439106,
261,LC-2020-0007203,2020,Enero,Sábado,04/01/2020,13,Lesiones,Siniestro Vial,,Caballito,6.0,-34.625765,-58.434251,
262,LC-2020-0007207,2020,Enero,Sábado,04/01/2020,13,Lesiones,Siniestro Vial,,Mataderos,9.0,-34.663451,-58.515609,
263,LC-2020-0007216,2020,Enero,Sábado,04/01/2020,13,Lesiones,Siniestro Vial,,Mataderos,9.0,-34.657312,-58.514549,
264,LC-2020-0007341,2020,Enero,Sábado,04/01/2020,15,Lesiones,Siniestro Vial,,Boca,4.0,-34.632845,-58.360345,
265,LC-2020-0007386,2020,Enero,Sábado,04/01/2020,15,Lesiones,Siniestro Vial,,Liniers,9.0,-34.646698,-58.513963,
266,LC-2020-0007775,2020,Enero,Sábado,04/01/2020,21,Lesiones,Siniestro Vial,,Caballito,6.0,-34.618871,-58.437749,
267,LC-2020-0007808,2020,Enero,Sábado,04/01/2020,21,Lesiones,Siniestro Vial,,Saavedra,12.0,-34.558573,-58.48622,
268,LC-2020-0007906,2020,Enero,Sábado,04/01/2020,22,Lesiones,Siniestro Vial,,Palermo,14.0,-34.588314,-58.420832,
269,LC-2020-0007937,2020,Enero,Domingo,05/01/2020,0,Lesiones,Siniestro Vial,,Villa Santa Rita,11.0,-34.61779,-58.474567,
270,LC-2020-0007964,2020,Enero,Sábado,04/01/2020,22,Lesiones,Siniestro Vial,,Balvanera,3.0,-34.619718,-58.407785,
271,LC-2020-0008065,2020,Enero,Sábado,04/01/2020,23,Lesiones,Siniestro Vial,,Villa Crespo,15.0,-34.606856,-58.449292,
272,LC-2020-0008244,2020,Enero,Domingo,05/01/2020,7,Lesiones,Siniestro Vial,,San Cristóbal,3.0,-34.627041,-58.391193,
273,LC-2020-0008263,2020,Enero,Domingo,05/01/2020,7,Lesiones,Siniestro Vial,,Villa Riachuelo,8.0,-34.693225,-58.47606,
274,LC-2020-0008330,2020,Enero,Sábado,04/01/2020,13,Lesiones,Siniestro Vial,,Almagro,5.0,-34.602344,-58.432531,
275,LC-2020-0008730,2020,Enero,Domingo,05/01/2020,16,Lesiones,Siniestro Vial,,Almagro,5.0,-34.609462,-58.415956,
276,LC-2020-0008835,2020,Enero,Domingo,05/01/2020,17,Lesiones,Siniestro Vial,,Saavedra,12.0,-34.555942,-58.480685,
277,LC-2020-0008854,2020,Enero,Domingo,05/01/2020,17,Lesiones,Siniestro Vial,,,,,,
278,LC-2020-0008877,2020,Enero,Domingo,05/01/2020,16,Lesiones,Siniestro Vial,,Villa Pueyrredón,12.0,-34.571434,-58.509702,
279,LC-2020-0008883,2020,Enero,Viernes,03/01/2020,15,Lesiones,Siniestro Vial,,Saavedra,12.0,-34.544014,-58.485669,
280,LC-2020-0009055,2020,Enero,Domingo,05/01/2020,20,Lesiones,Siniestro Vial,,Flores,7.0,-34.646463,-58.450195,
281,LC-2020-0009129,2020,Enero,Domingo,05/01/2020,22,Lesiones,Siniestro Vial,,Flores,7.0,-34.654047,-58.457113,
282,LC-2020-0009145,2020,Enero,Domingo,05/01/2020,21,Lesiones,Siniestro Vial,,Recoleta,2.0,-34.595824,-58.402828,
283,LC-2020-0009247,2020,Enero,Lunes,06/01/2020,0,Lesiones,Siniestro Vial,,,,,,
284,LC-2020-0009408,2020,Enero,Lunes,06/01/2020,8,Lesiones,Siniestro Vial,,Flores,7.0,-34.648755,-58.44053,
285,LC-2020-0009521,2020,Enero,Lunes,06/01/2020,8,Lesiones,Siniestro Vial,,Barracas,4.0,-34.638255,-58.371409,
286,LC-2020-0009813,2020,Enero,Lunes,06/01/2020,9,Lesiones,Siniestro Vial,,Parque Chacabuco,7.0,-34.631959,-58.44347,
287,LC-2020-0009835,2020,Enero,Lunes,06/01/2020,10,Lesiones,Siniestro Vial,,Constitución,1.0,-34.624937,-58.388396,
288,LC-2020-0009903,2020,Enero,Lunes,06/01/2020,10,Lesiones,Siniestro Vial,,San Nicolás,1.0,-34.601517,-58.392567,
289,LC-2020-0009913,2020,Enero,Viernes,03/01/2020,1,Lesiones,Siniestro Vial,,Recoleta,2.0,-34.596596,-58.400915,
290,LC-2020-0010060,2020,Enero,Lunes,06/01/2020,11,Lesiones,Siniestro Vial,,Boca,4.0,-34.634869,-58.369985,
291,LC-2020-0010074,2020,Enero,Lunes,06/01/2020,9,Lesiones,Siniestro Vial,,Villa Gral. Mitre,11.0,-34.602232,-58.467828,
292,LC-2020-0010731,2020,Enero,Lunes,06/01/2020,12,Lesiones,Siniestro Vial,,Monserrat,1.0,-34.612681,-58.376362,
293,LC-2020-0010864,2020,Enero,Lunes,06/01/2020,8,Lesiones,Siniestro Vial,,Balvanera,3.0,-34.604434,-58.392293,
294,LC-2020-0010884,2020,Enero,Sábado,04/01/2020,16,Lesiones,Siniestro Vial,,Parque Patricios,4.0,-34.637121,-58.405611,
295,LC-2020-0010966,2020,Enero,Lunes,06/01/2020,13,Lesiones,Siniestro Vial,,Constitución,1.0,-34.627486,-58.378501,
296,LC-2020-0010967,2020,Enero,Lunes,06/01/2020,13,Lesiones,Siniestro Vial,,San Nicolás,1.0,-34.602831,-58.368194,
297,LC-2020-0011063,2020,Enero,Lunes,06/01/2020,16,Lesiones,Siniestro Vial,,Monte Castro,10.0,-34.616046,-58.504317,
298,LC-2020-0011192,2020,Enero,Lunes,06/01/2020,13,Lesiones,Siniestro Vial,,Recoleta,2.0,-34.584471,-58.40055,
299,LC-2020-0011571,2020,Enero,Lunes,06/01/2020,18,Lesiones,Siniestro Vial,,Caballito,6.0,-34.619641,-58.45556,
300,LC-2020-0011696,2020,Enero,Lunes,06/01/2020,18,Lesiones,Siniestro Vial,,Recoleta,2.0,-34.593341,-58.405112,
301,LC-2020-0012051,2020,Enero,Lunes,06/01/2020,23,Lesiones,Siniestro Vial,,Nueva Pompeya,4.0,-34.656734,-58.416734,
302,LC-2020-0012057,2020,Enero,Lunes,06/01/2020,22,Lesiones,Siniestro Vial,,Caballito,6.0,-34.62718,-58.445505,
303,LC-2020-0012065,2020,Enero,Martes,07/01/2020,0,Lesiones,Siniestro Vial,,Chacarita,15.0,-34.590214,-58.449175,
304,LC-2020-0012172,2020,Enero,Martes,07/01/2020,2,Lesiones,Siniestro Vial,,,,,,
305,LC-2020-0012694,2020,Enero,Martes,07/01/2020,8,Lesiones,Siniestro Vial,,Parque Chacabuco,7.0,-34.641738,-58.432347,
306,LC-2020-0012751,2020,Enero,Martes,07/01/2020,9,Lesiones,Siniestro Vial,,Palermo,14.0,-34.574505,-58.407612,
307,LC-2020-0012755,2020,Enero,Martes,07/01/2020,10,Lesiones,Siniestro Vial,,San Nicolás,1.0,-34.603647,-58.379256,
308,LC-2020-0012765,2020,Enero,Martes,07/01/2020,11,Lesiones,Siniestro Vial,,Saavedra,12.0,-34.55022355,-58.49162187,
309,LC-2020-0012841,2020,Enero,Lunes,06/01/2020,11,Lesiones,Siniestro Vial,,Balvanera,3.0,-34.601334,-58.410713,
310,LC-2020-0012993,2020,Enero,Martes,07/01/2020,10,Lesiones,Siniestro Vial,,,,,,
311,LC-2020-0013224,2020,Enero,Martes,07/01/2020,11,Lesiones,Siniestro Vial,,Flores,7.0,-34.643424,-58.466708,
312,LC-2020-0013250,2020,Enero,Martes,07/01/2020,10,Lesiones,Siniestro Vial,,Villa Crespo,15.0,-34.595728,-58.432292,
313,LC-2020-0013340,2020,Enero,Martes,07/01/2020,13,Lesiones,Siniestro Vial,,Chacarita,15.0,-34.578296,-58.460226,
314,LC-2020-0013361,2020,Enero,Viernes,03/01/2020,21,Lesiones,Siniestro Vial,,Palermo,14.0,-34.585372,-58.434757,
315,LC-2020-0013385,2020,Enero,Martes,07/01/2020,17,Lesiones,Siniestro Vial,,Nuñez,13.0,-34.542114,-58.462604,
316,LC-2020-0013653,2020,Enero,Martes,07/01/2020,14,Lesiones,Siniestro Vial,,,,,,
317,LC-2020-0013687,2020,Enero,Martes,07/01/2020,13,Lesiones,Siniestro Vial,,Monserrat,1.0,-34.617737,-58.391596,
318,LC-2020-0013765,2020,Enero,Martes,07/01/2020,15,Lesiones,Siniestro Vial,,Villa Crespo,15.0,-34.596033,-58.450714,
319,LC-2020-0013822,2020,Enero,Martes,07/01/2020,14,Lesiones,Siniestro Vial,,Palermo,14.0,-34.577908,-58.427408,
320,LC-2020-0013875,2020,Enero,Martes,07/01/2020,15,Lesiones,Siniestro Vial,,Palermo,14.0,-34.577281,-58.409869,
321,LC-2020-0014029,2020,Enero,Martes,07/01/2020,17,Lesiones,Siniestro Vial,,Villa Gral. Mitre,11.0,-34.616132,-58.473894,
322,LC-2020-0014089,2020,Enero,Martes,07/01/2020,17,Lesiones,Siniestro Vial,,Villa Lugano,8.0,-34.681228,-58.468188,
323,LC-2020-0014160,2020,Enero,Martes,07/01/2020,15,Lesiones,Siniestro Vial,,Villa Crespo,15.0,-34.591065,-58.439172,
324,LC-2020-0014194,2020,Enero,Martes,07/01/2020,18,Lesiones,Siniestro Vial,,,,,,
325,LC-2020-0014203,2020,Enero,Martes,07/01/2020,18,Lesiones,Siniestro Vial,,Villa Luro,10.0,-34.630187,-58.512084,
326,LC-2020-0014239,2020,Enero,Martes,07/01/2020,17,Lesiones,Siniestro Vial,,,,,,
327,LC-2020-0014353,2020,Enero,Martes,07/01/2020,17,Lesiones,Siniestro Vial,,Recoleta,2.0,-34.590979,-58.402429,
328,LC-2020-0014384,2020,Enero,Martes,07/01/2020,18,Lesiones,Siniestro Vial,,Recoleta,2.0,-34.584185,-58.390569,
329,LC-2020-0014401,2020,Enero,Martes,07/01/2020,0,Lesiones,Siniestro Vial,,Parque Avellaneda,9.0,-34.640944,-58.485927,
330,LC-2020-0014784,2020,Enero,Martes,07/01/2020,22,Lesiones,Siniestro Vial,,Flores,7.0,-34.635516,-58.467492,
331,LC-2020-0014991,2020,Enero,Miércoles,08/01/2020,9,Lesiones,Siniestro Vial,,Recoleta,2.0,-34.586588,-58.385853,
332,LC-2020-0015086,2020,Enero,Miércoles,08/01/2020,9,Lesiones,Siniestro Vial,,Villa Devoto,11.0,-34.588647,-58.510356,
333,LC-2020-0015351,2020,Enero,Martes,07/01/2020,21,Lesiones,Siniestro Vial,,Monte Castro,10.0,-34.618835,-58.510335,
334,LC-2020-0015414,2020,Enero,Miércoles,08/01/2020,10,Lesiones,Siniestro Vial,,Caballito,6.0,-34.618871,-58.437749,
335,LC-2020-0015519,2020,Enero,Miércoles,08/01/2020,11,Lesiones,Siniestro Vial,,Villa Devoto,11.0,-34.590359,-58.515369,
336,LC-2020-0015548,2020,Enero,Miércoles,08/01/2020,12,Lesiones,Siniestro Vial,,Floresta,10.0,-34.622352,-58.491159,
337,LC-2020-0015770,2020,Enero,Miércoles,08/01/2020,13,Lesiones,Siniestro Vial,,Villa Lugano,8.0,-34.683645,-58.470048,
338,LC-2020-0015846,2020,Enero,Miércoles,08/01/2020,8,Lesiones,Siniestro Vial,,Flores,7.0,-34.619981,-58.466614,
339,LC-2020-0015912,2020,Enero,Miércoles,08/01/2020,12,Lesiones,Siniestro Vial,,Chacarita,15.0,-34.58577,-58.454548,
340,LC-2020-0016078,2020,Enero,Miércoles,08/01/2020,13,Lesiones,Siniestro Vial,,San Telmo,1.0,-34.623849,-58.368203,
341,LC-2020-0016107,2020,Enero,Miércoles,08/01/2020,12,Lesiones,Siniestro Vial,,Puerto Madero,1.0,-34.618035,-58.366316,
342,LC-2020-0016213,2020,Enero,Miércoles,08/01/2020,13,Lesiones,Siniestro Vial,,Flores,7.0,-34.646064,-58463.0,
343,LC-2020-0016221,2020,Enero,Miércoles,08/01/2020,15,Lesiones,Siniestro Vial,,Parque Chas,15.0,-34.586223,-58.487442,
344,LC-2020-0016315,2020,Enero,Miércoles,08/01/2020,16,Lesiones,Siniestro Vial,,Villa Lugano,8.0,-34.661562,-58.482142,
345,LC-2020-0016378,2020,Enero,Miércoles,08/01/2020,15,Lesiones,Siniestro Vial,,Villa Crespo,15.0,-34.596276,-58.452453,
346,LC-2020-0016382,2020,Enero,Miércoles,08/01/2020,12,Lesiones,Siniestro Vial,,Constitución,1.0,-34.624884,-58.38972,
347,LC-2020-0016403,2020,Enero,Miércoles,08/01/2020,17,Lesiones,Siniestro Vial,,Retiro,1.0,-34.59793,-58.382597,
348,LC-2020-0016458,2020,Enero,Miércoles,08/01/2020,15,Lesiones,Siniestro Vial,,Liniers,9.0,-34.647437,-58.521958,
349,LC-2020-0016467,2020,Enero,Miércoles,08/01/2020,17,Lesiones,Siniestro Vial,,Parque Chacabuco,7.0,-34.642804,-58.444246,
350,LC-2020-0016725,2020,Enero,Miércoles,08/01/2020,17,Lesiones,Siniestro Vial,,Villa Crespo,15.0,-34.60168,-58.443158,
351,LC-2020-0016895,2020,Enero,Miércoles,08/01/2020,19,Lesiones,Siniestro Vial,,Versalles,10.0,-34.634814,-58.528968,
352,LC-2020-0016995,2020,Enero,Miércoles,08/01/2020,20,Lesiones,Siniestro Vial,,Recoleta,2.0,-34.585634,-58.393517,
353,LC-2020-0017113,2020,Enero,Miércoles,08/01/2020,23,Lesiones,Siniestro Vial,,Almagro,5.0,-34.615442,-58.412821,
354,LC-2020-0017158,2020,Enero,Jueves,09/01/2020,1,Lesiones,Siniestro Vial,,Villa Urquiza,12.0,-34.57088636,-58.4765543,
355,LC-2020-0017627,2020,Enero,Jueves,09/01/2020,5,Lesiones,Siniestro Vial,,Caballito,6.0,-34.610798,-58.439303,
356,LC-2020-0018025,2020,Enero,Jueves,09/01/2020,10,Lesiones,Siniestro Vial,,Balvanera,3.0,-34.604583,-58.395545,
357,LC-2020-0018081,2020,Enero,Viernes,03/01/2020,16,Lesiones,Siniestro Vial,,Caballito,6.0,-34.622296,-58.429201,
358,LC-2020-0018088,2020,Enero,Jueves,09/01/2020,12,Lesiones,Siniestro Vial,,Flores,7.0,-34.630008,-58.46691,
359,LC-2020-0018203,2020,Enero,Lunes,13/01/2020,8,Lesiones,Siniestro Vial,,Constitución,1.0,-34.627854,-58.380059,
360,LC-2020-0018354,2020,Enero,Jueves,09/01/2020,12,Lesiones,Siniestro Vial,,Floresta,10.0,-34.624499,-58.488718,
361,LC-2020-0018385,2020,Enero,Jueves,09/01/2020,12,Lesiones,Siniestro Vial,,Flores,7.0,-34.631498,-58.454379,
362,LC-2020-0018404,2020,Enero,Jueves,09/01/2020,12,Lesiones,Siniestro Vial,,Balvanera,3.0,-34.61242,-58.405573,
363,LC-2020-0018602,2020,Enero,Jueves,09/01/2020,13,Lesiones,Siniestro Vial,,,,,,
364,LC-2020-0018621,2020,Enero,Jueves,09/01/2020,12,Lesiones,Siniestro Vial,,,,,,
365,LC-2020-0018769,2020,Enero,Jueves,09/01/2020,14,Lesiones,Siniestro Vial,,Mataderos,9.0,-34.664397,-58.490075,
366,LC-2020-0018772,2020,Enero,Jueves,09/01/2020,14,Lesiones,Siniestro Vial,,Palermo,14.0,-34.596853,-58.420099,
367,LC-2020-0018828,2020,Enero,Jueves,09/01/2020,15,Lesiones,Siniestro Vial,,Villa Riachuelo,8.0,-34.686193,-58.473816,
368,LC-2020-0019065,2020,Enero,Jueves,09/01/2020,15,Lesiones,Siniestro Vial,,Recoleta,2.0,-34.592573,-58.390862,
369,LC-2020-0019071,2020,Enero,Jueves,09/01/2020,17,Lesiones,Siniestro Vial,,Villa Del Parque,11.0,-34.60513,-58.479207,
370,LC-2020-0019256,2020,Enero,Jueves,09/01/2020,19,Lesiones,Siniestro Vial,,Parque Avellaneda,9.0,-34.654056,-58.479666,
371,LC-2020-0019258,2020,Enero,Jueves,09/01/2020,16,Lesiones,Siniestro Vial,,Chacarita,15.0,-34.585699,-58.460332,
372,LC-2020-0019270,2020,Enero,Jueves,09/01/2020,19,Lesiones,Siniestro Vial,,Vélez Sársfield,10.0,-34.630107,-58.495697,
373,LC-2020-0019282,2020,Enero,Jueves,09/01/2020,18,Lesiones,Siniestro Vial,,Palermo,14.0,-34.571369,-58.41187,
374,LC-2020-0019339,2020,Enero,Jueves,09/01/2020,19,Lesiones,Siniestro Vial,,Constitución,1.0,-34.630136,-58.378854,
375,LC-2020-0019349,2020,Enero,Jueves,09/01/2020,18,Lesiones,Siniestro Vial,,Colegiales,13.0,-34.57176592,-58.45609139,
376,LC-2020-0019581,2020,Enero,Jueves,09/01/2020,18,Lesiones,Siniestro Vial,,San Telmo,1.0,-34.621506,-58.366076,
377,LC-2020-0019619,2020,Enero,Jueves,09/01/2020,21,Lesiones,Siniestro Vial,,Almagro,5.0,-34.603319,-58.419515,
378,LC-2020-0019776,2020,Enero,Jueves,09/01/2020,23,Lesiones,Siniestro Vial,,Liniers,9.0,-34.640178,-58.523593,
379,LC-2020-0019874,2020,Enero,Viernes,10/01/2020,4,Lesiones,Siniestro Vial,,Parque Chas,15.0,-34.585141,-58.479438,
380,LC-2020-0020243,2020,Enero,Viernes,10/01/2020,10,Lesiones,Siniestro Vial,,Palermo,14.0,-34.594163,-58.421062,
381,LC-2020-0020289,2020,Enero,Viernes,10/01/2020,8,Lesiones,Siniestro Vial,,Caballito,6.0,-34.6179,-58.448012,
382,LC-2020-0020561,2020,Enero,Viernes,10/01/2020,10,Lesiones,Siniestro Vial,,Palermo,14.0,-34.572173,-58.412321,
383,LC-2020-0020585,2020,Enero,Viernes,10/01/2020,11,Lesiones,Siniestro Vial,,Villa Soldati,8.0,-34.659738,-58.443144,
384,LC-2020-0020646,2020,Enero,Viernes,10/01/2020,9,Lesiones,Siniestro Vial,,San Cristóbal,3.0,-34.618567,-58.397931,
385,LC-2020-0020788,2020,Enero,Viernes,10/01/2020,9,Lesiones,Siniestro Vial,,Monserrat,1.0,-34.609089,-58.373509,
